Running simulation round 1 / 100
User delegation decisions:
[55/100] User 55: Pool 1: 51056.6, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[56/100] User 56: Pool 1: 2232523.7, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[57/100] User 57: Pool 1: 0.0, Pool 2: 0.0, Pool 3: 0.0, Pool 4: 0.0, Pool 5: 0.0, Pool 6: 0.0, Pool 7: 0.0, Pool 8: 0.0, Pool 9: 0.0, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 0.0, Pool 13: 0.0, Pool 14: 0.0, Pool 15: 0.0, Pool 16: 23206.3, Pool 17: 23206.3, Pool 18: 92825.3, Pool 19: 92825.3, Pool 20: 0.0
[58/100] User 58: Pool 1: 0.0, Pool 2: 0.0, Pool 3: 0.0, Pool 4: 0.0, Pool 5: 0.0, Pool 6: 0.0, Pool 7: 0.0, Pool 8: 0.0, Pool 9: 0.0, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 0.0, Pool 13: 0.0, Pool 14: 0.0, Pool 15: 0.0, Pool 16: 0.0, Pool 17: 29232.0, Pool 18: 102312.0, Pool 19: 73080.0, Pool 20: 58464.0
[59/100] User 59: Pool 1: 11077.4, Pool 2: 11077.4, Pool 3: 11077.4, Pool 4: 11077.4, Pool 5: 11077.4, Pool 6: 11077.4, Pool 7: 11077.4, Pool 8: 11077.4, Pool 9: 11077.4, Pool 10: 11077.4, Pool 11: 11077.4, Pool 12: 11077.4, Pool 13: 11077.4, Pool 14: 11077.4, Pool 15: 11077.4, Pool 16: 11077.4, Pool 17: 11077.4, Pool 18: 11077.4, Pool 19: 11077.4, Pool 20: 11077.4
[60/100] User 60: Pool 1: 15676.4, Pool 2: 15676.4, Pool 3: 15676.4, Pool 4: 15676.4, Pool 5: 15676.4, Pool 6: 15676.4, Pool 7: 15676.4, Pool 8: 15676.4, Pool 9: 15676.4, Pool 10: 15676.4, Pool 11: 15676.4, Pool 12: 15676.4, Pool 13: 15676.4, Pool 14: 15676.4, Pool 15: 15676.4, Pool 16: 15676.4, Pool 17: 15676.4, Pool 18: 15676.4, Pool 19: 15676.4, Pool 20: 15676.4
[61/100] User 61: Pool 1: 17300.8, Pool 2: 17300.8, Pool 3: 17300.8, Pool 4: 17300.8, Pool 5: 17300.8, Pool 6: 17300.8, Pool 7: 17300.8, Pool 8: 17300.8, Pool 9: 17300.8, Pool 10: 17300.8, Pool 11: 17300.8, Pool 12: 17300.8, Pool 13: 17300.8, Pool 14: 17300.8, Pool 15: 17300.8, Pool 16: 17300.8, Pool 17: 17300.8, Pool 18: 17300.8, Pool 19: 17300.8, Pool 20: 17300.8
[62/100] User 62: Pool 1: 14515.0, Pool 2: 14515.0, Pool 3: 14515.0, Pool 4: 14515.0, Pool 5: 14515.0, Pool 6: 14515.0, Pool 7: 14515.0, Pool 8: 14515.0, Pool 9: 14515.0, Pool 10: 14515.0, Pool 11: 14515.0, Pool 12: 14515.0, Pool 13: 14515.0, Pool 14: 14515.0, Pool 15: 14515.0, Pool 16: 14515.0, Pool 17: 14515.0, Pool 18: 14515.0, Pool 19: 14515.0, Pool 20: 14515.0
[63/100] User 63: Pool 1: 0.0, Pool 2: 0.0, Pool 3: 500.0, Pool 4: 500.0, Pool 5: 500.0, Pool 6: 500.0, Pool 7: 500.0, Pool 8: 500.0, Pool 9: 500.0, Pool 10: 500.0, Pool 11: 500.0, Pool 12: 500.0, Pool 13: 500.0, Pool 14: 500.0, Pool 15: 0.0, Pool 16: 0.0, Pool 17: 0.0, Pool 18: 2000.0, Pool 19: 2000.0, Pool 20: 1225106.2
[64/100] User 64: Pool 1: 0.0, Pool 2: 0.0, Pool 3: 24061.7, Pool 4: 24061.7, Pool 5: 24061.7, Pool 6: 24061.7, Pool 7: 0.0, Pool 8: 0.0, Pool 9: 24061.7, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 16041.1, Pool 13: 16041.1, Pool 14: 16041.1, Pool 15: 0.0, Pool 16: 40102.8, Pool 17: 0.0, Pool 18: 64164.5, Pool 19: 56144.0, Pool 20: 0.0
[65/100] User 65: Pool 1: 14708.5, Pool 2: 14708.5, Pool 3: 14708.5, Pool 4: 14708.5, Pool 5: 14708.5, Pool 6: 14708.5, Pool 7: 14708.5, Pool 8: 14708.5, Pool 9: 14708.5, Pool 10: 14708.5, Pool 11: 14708.5, Pool 12: 14708.5, Pool 13: 14708.5, Pool 14: 14708.5, Pool 15: 14708.5, Pool 16: 14708.5, Pool 17: 14708.5, Pool 18: 14708.5, Pool 19: 14708.5, Pool 20: 14708.5
[66/100] User 66: Pool 1: 23127.7, Pool 2: 23127.7, Pool 3: 23127.7, Pool 4: 23127.7, Pool 5: 23127.7, Pool 6: 23127.7, Pool 7: 23127.7, Pool 8: 23127.7, Pool 9: 23127.7, Pool 10: 23127.7, Pool 11: 23127.7, Pool 12: 23127.7, Pool 13: 23127.7, Pool 14: 23127.7, Pool 15: 23127.7, Pool 16: 23127.7, Pool 17: 23127.7, Pool 18: 23127.7, Pool 19: 23127.7, Pool 20: 23127.7
[67/100] User 67: Pool 1: 0.0, Pool 2: 0.0, Pool 3: 0.0, Pool 4: 0.0, Pool 5: 0.0, Pool 6: 0.0, Pool 7: 18940.5, Pool 8: 0.0, Pool 9: 0.0, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 0.0, Pool 13: 0.0, Pool 14: 18940.5, Pool 15: 18940.5, Pool 16: 0.0, Pool 17: 0.0, Pool 18: 75762.0, Pool 19: 75762.0, Pool 20: 37881.0
[68/100] User 68: Pool 1: 594383.9, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[69/100] User 69: Pool 1: 12698.2, Pool 2: 0.0, Pool 3: 0.0, Pool 4: 12698.2, Pool 5: 0.0, Pool 6: 0.0, Pool 7: 0.0, Pool 8: 0.0, Pool 9: 0.0, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 0.0, Pool 13: 0.0, Pool 14: 0.0, Pool 15: 0.0, Pool 16: 0.0, Pool 17: 0.0, Pool 18: 126981.8, Pool 19: 76189.1, Pool 20: 0.0
[70/100] User 70: Pool 1: 15656040.5, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[71/100] User 71: Pool 1: 453748.6, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[72/100] User 72: Pool 1: 13199.3, Pool 2: 13199.3, Pool 3: 13199.3, Pool 4: 13199.3, Pool 5: 13199.3, Pool 6: 13199.3, Pool 7: 13199.3, Pool 8: 13199.3, Pool 9: 13199.3, Pool 10: 13199.3, Pool 11: 13199.3, Pool 12: 13199.3, Pool 13: 13199.3, Pool 14: 13199.3, Pool 15: 13199.3, Pool 16: 13199.3, Pool 17: 13199.3, Pool 18: 13199.3, Pool 19: 13199.3, Pool 20: 13199.3
[73/100] User 73: Pool 1: 10635.1, Pool 2: 10635.1, Pool 3: 10635.1, Pool 4: 10635.1, Pool 5: 10635.1, Pool 6: 10635.1, Pool 7: 10635.1, Pool 8: 10635.1, Pool 9: 10635.1, Pool 10: 10635.1, Pool 11: 10635.1, Pool 12: 10635.1, Pool 13: 10635.1, Pool 14: 10635.1, Pool 15: 10635.1, Pool 16: 10635.1, Pool 17: 10635.1, Pool 18: 10635.1, Pool 19: 10635.1, Pool 20: 10635.1
[74/100] User 74: Pool 1: 671250.1, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[75/100] User 75: Pool 1: 0.0, Pool 2: 0.0, Pool 3: 52798.9, Pool 4: 52798.9, Pool 5: 52798.9, Pool 6: 52798.9, Pool 7: 0.0, Pool 8: 0.0, Pool 9: 52798.9, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 35199.3, Pool 13: 35199.3, Pool 14: 35199.3, Pool 15: 0.0, Pool 16: 87998.2, Pool 17: 0.0, Pool 18: 140797.1, Pool 19: 123197.4, Pool 20: 0.0
[76/100] User 76: Pool 1: 305564.4, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[77/100] User 77: Pool 1: 449792.0, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[78/100] User 78: Pool 1: 11422.1, Pool 2: 11422.1, Pool 3: 11422.1, Pool 4: 11422.1, Pool 5: 11422.1, Pool 6: 11422.1, Pool 7: 11422.1, Pool 8: 11422.1, Pool 9: 11422.1, Pool 10: 11422.1, Pool 11: 11422.1, Pool 12: 11422.1, Pool 13: 11422.1, Pool 14: 11422.1, Pool 15: 11422.1, Pool 16: 11422.1, Pool 17: 11422.1, Pool 18: 11422.1, Pool 19: 11422.1, Pool 20: 11422.1
[79/100] User 79: Pool 1: 16486.1, Pool 2: 16486.1, Pool 3: 16486.1, Pool 4: 16486.1, Pool 5: 16486.1, Pool 6: 16486.1, Pool 7: 16486.1, Pool 8: 16486.1, Pool 9: 16486.1, Pool 10: 16486.1, Pool 11: 16486.1, Pool 12: 16486.1, Pool 13: 16486.1, Pool 14: 16486.1, Pool 15: 16486.1, Pool 16: 16486.1, Pool 17: 16486.1, Pool 18: 16486.1, Pool 19: 16486.1, Pool 20: 16486.1
[80/100] User 80: Pool 1: 11962.4, Pool 2: 11962.4, Pool 3: 11962.4, Pool 4: 11962.4, Pool 5: 11962.4, Pool 6: 11962.4, Pool 7: 11962.4, Pool 8: 11962.4, Pool 9: 11962.4, Pool 10: 11962.4, Pool 11: 11962.4, Pool 12: 11962.4, Pool 13: 11962.4, Pool 14: 11962.4, Pool 15: 11962.4, Pool 16: 11962.4, Pool 17: 11962.4, Pool 18: 11962.4, Pool 19: 11962.4, Pool 20: 11962.4
[81/100] User 81: Pool 1: 1070161.8, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[82/100] User 82: Pool 1: 86524.6, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[83/100] User 83: Pool 1: 0.0, Pool 2: 0.0, Pool 3: 23131.9, Pool 4: 23131.9, Pool 5: 23131.9, Pool 6: 23131.9, Pool 7: 0.0, Pool 8: 0.0, Pool 9: 23131.9, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 15421.3, Pool 13: 15421.3, Pool 14: 15421.3, Pool 15: 0.0, Pool 16: 38553.2, Pool 17: 0.0, Pool 18: 61685.1, Pool 19: 53974.5, Pool 20: 0.0
[84/100] User 84: Pool 1: 11294.2, Pool 2: 11294.2, Pool 3: 11294.2, Pool 4: 11294.2, Pool 5: 11294.2, Pool 6: 11294.2, Pool 7: 11294.2, Pool 8: 11294.2, Pool 9: 11294.2, Pool 10: 11294.2, Pool 11: 11294.2, Pool 12: 11294.2, Pool 13: 11294.2, Pool 14: 11294.2, Pool 15: 11294.2, Pool 16: 11294.2, Pool 17: 11294.2, Pool 18: 11294.2, Pool 19: 11294.2, Pool 20: 11294.2
[85/100] User 85: Pool 1: 33736.1, Pool 2: 0.0, Pool 3: 20241.7, Pool 4: 16868.0, Pool 5: 0.0, Pool 6: 0.0, Pool 7: 26988.9, Pool 8: 0.0, Pool 9: 0.0, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 13494.4, Pool 13: 0.0, Pool 14: 0.0, Pool 15: 10120.8, Pool 16: 0.0, Pool 17: 0.0, Pool 18: 118076.3, Pool 19: 67472.2, Pool 20: 0.0
[86/100] User 86: Pool 1: 15672.9, Pool 2: 15672.9, Pool 3: 15672.9, Pool 4: 15672.9, Pool 5: 15672.9, Pool 6: 15672.9, Pool 7: 15672.9, Pool 8: 15672.9, Pool 9: 15672.9, Pool 10: 15672.9, Pool 11: 15672.9, Pool 12: 15672.9, Pool 13: 15672.9, Pool 14: 15672.9, Pool 15: 15672.9, Pool 16: 15672.9, Pool 17: 15672.9, Pool 18: 15672.9, Pool 19: 15672.9, Pool 20: 15672.9
[87/100] User 87: Pool 1: 307293.6, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[88/100] User 88: Pool 1: 108616.3, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[89/100] User 89: Pool 1: 0.0, Pool 2: 0.0, Pool 3: 0.0, Pool 4: 0.0, Pool 5: 0.0, Pool 6: 0.0, Pool 7: 187545.4, Pool 8: 187545.4, Pool 9: 93772.7, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 0.0, Pool 13: 0.0, Pool 14: 0.0, Pool 15: 0.0, Pool 16: 0.0, Pool 17: 0.0, Pool 18: 843954.5, Pool 19: 562636.3, Pool 20: 0.0
[90/100] User 90: Pool 1: 0.0, Pool 2: 0.0, Pool 3: 0.0, Pool 4: 0.0, Pool 5: 0.0, Pool 6: 0.0, Pool 7: 0.0, Pool 8: 0.0, Pool 9: 0.0, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 0.0, Pool 13: 0.0, Pool 14: 0.0, Pool 15: 0.0, Pool 16: 1000.0, Pool 17: 0.0, Pool 18: 397283.1, Pool 19: 1000.0, Pool 20: 1500.0
[91/100] User 91: Pool 1: 12013.1, Pool 2: 12013.1, Pool 3: 12013.1, Pool 4: 12013.1, Pool 5: 12013.1, Pool 6: 12013.1, Pool 7: 12013.1, Pool 8: 12013.1, Pool 9: 12013.1, Pool 10: 12013.1, Pool 11: 12013.1, Pool 12: 12013.1, Pool 13: 12013.1, Pool 14: 12013.1, Pool 15: 12013.1, Pool 16: 12013.1, Pool 17: 12013.1, Pool 18: 12013.1, Pool 19: 12013.1, Pool 20: 12013.1
[92/100] User 92: Pool 1: 262658.3, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[93/100] User 93: Pool 1: 409256.4, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[94/100] User 94: Pool 1: 24107.2, Pool 2: 24107.2, Pool 3: 24107.2, Pool 4: 24107.2, Pool 5: 24107.2, Pool 6: 24107.2, Pool 7: 24107.2, Pool 8: 24107.2, Pool 9: 24107.2, Pool 10: 24107.2, Pool 11: 24107.2, Pool 12: 24107.2, Pool 13: 24107.2, Pool 14: 24107.2, Pool 15: 24107.2, Pool 16: 24107.2, Pool 17: 24107.2, Pool 18: 24107.2, Pool 19: 24107.2, Pool 20: 24107.2
[95/100] User 95: Pool 1: 448567.9, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[96/100] User 96: Pool 1: 20893.5, Pool 2: 20893.5, Pool 3: 20893.5, Pool 4: 20893.5, Pool 5: 20893.5, Pool 6: 20893.5, Pool 7: 20893.5, Pool 8: 20893.5, Pool 9: 20893.5, Pool 10: 20893.5, Pool 11: 20893.5, Pool 12: 20893.5, Pool 13: 20893.5, Pool 14: 20893.5, Pool 15: 20893.5, Pool 16: 20893.5, Pool 17: 20893.5, Pool 18: 20893.5, Pool 19: 20893.5, Pool 20: 20893.5
[97/100] User 97: Pool 1: 0.0, Pool 2: 0.0, Pool 3: 0.0, Pool 4: 0.0, Pool 5: 0.0, Pool 6: 0.0, Pool 7: 0.0, Pool 8: 0.0, Pool 9: 0.0, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 0.0, Pool 13: 0.0, Pool 14: 0.0, Pool 15: 0.0, Pool 16: 0.0, Pool 17: 0.0, Pool 18: 442667.8, Pool 19: 537.5, Pool 20: 0.0
[98/100] User 98: Pool 1: 0.0, Pool 2: 0.0, Pool 3: 0.0, Pool 4: 0.0, Pool 5: 0.0, Pool 6: 0.0, Pool 7: 0.0, Pool 8: 0.0, Pool 9: 0.0, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 0.0, Pool 13: 0.0, Pool 14: 0.0, Pool 15: 0.0, Pool 16: 58343.1, Pool 17: 38895.4, Pool 18: 116686.3, Pool 19: 97238.6, Pool 20: 58343.1
[99/100] User 99: Pool 1: 10852.2, Pool 2: 10852.2, Pool 3: 10852.2, Pool 4: 10852.2, Pool 5: 10852.2, Pool 6: 10852.2, Pool 7: 10852.2, Pool 8: 10852.2, Pool 9: 10852.2, Pool 10: 10852.2, Pool 11: 10852.2, Pool 12: 10852.2, Pool 13: 10852.2, Pool 14: 10852.2, Pool 15: 10852.2, Pool 16: 10852.2, Pool 17: 10852.2, Pool 18: 10852.2, Pool 19: 10852.2, Pool 20: 10852.2
[100/100] User 100: Pool 1: 11855.5, Pool 2: 11855.5, Pool 3: 11855.5, Pool 4: 11855.5, Pool 5: 11855.5, Pool 6: 11855.5, Pool 7: 11855.5, Pool 8: 11855.5, Pool 9: 11855.5, Pool 10: 11855.5, Pool 11: 11855.5, Pool 12: 11855.5, Pool 13: 11855.5, Pool 14: 11855.5, Pool 15: 11855.5, Pool 16: 11855.5, Pool 17: 11855.5, Pool 18: 11855.5, Pool 19: 11855.5, Pool 20: 11855.5
Gini (user wealth): 0.5075 | Gini (pool total stake): 0.5624
Running simulation round 7 / 100
User delegation decisions:
[1/100] User 1: Pool 1: 16909.7, Pool 2: 16909.7, Pool 3: 16909.7, Pool 4: 16909.7, Pool 5: 16909.7, Pool 6: 16909.7, Pool 7: 16909.7, Pool 8: 16909.7, Pool 9: 16909.7, Pool 10: 16909.7, Pool 11: 16909.7, Pool 12: 16909.7, Pool 13: 16909.7, Pool 14: 16909.7, Pool 15: 16909.7, Pool 16: 16909.7, Pool 17: 16909.7, Pool 18: 16909.7, Pool 19: 16909.7, Pool 20: 16909.7
[2/100] User 2: Pool 1: 0.0, Pool 2: 0.0, Pool 3: 150000.0, Pool 4: 150000.0, Pool 5: 150000.0, Pool 6: 150000.0, Pool 7: 0.0, Pool 8: 0.0, Pool 9: 150000.0, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 100000.0, Pool 13: 100000.0, Pool 14: 100000.0, Pool 15: 0.0, Pool 16: 250000.0, Pool 17: 0.0, Pool 18: 2641861.2, Pool 19: 350000.0, Pool 20: 0.0
[3/100] User 3: Pool 1: 0.0, Pool 2: 500.0, Pool 3: 0.0, Pool 4: 0.0, Pool 5: 0.0, Pool 6: 0.0, Pool 7: 0.0, Pool 8: 0.0, Pool 9: 0.0, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 0.0, Pool 13: 0.0, Pool 14: 0.0, Pool 15: 0.0, Pool 16: 0.0, Pool 17: 0.0, Pool 18: 784093.7, Pool 19: 4669.7, Pool 20: 0.0
[4/100] User 4: Pool 1: 52050.8, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[5/100] User 5: Pool 1: 12531.5, Pool 2: 12531.5, Pool 3: 12531.5, Pool 4: 12531.5, Pool 5: 12531.5, Pool 6: 12531.5, Pool 7: 12531.5, Pool 8: 12531.5, Pool 9: 12531.5, Pool 10: 12531.5, Pool 11: 12531.5, Pool 12: 12531.5, Pool 13: 12531.5, Pool 14: 12531.5, Pool 15: 12531.5, Pool 16: 12531.5, Pool 17: 12531.5, Pool 18: 12531.5, Pool 19: 12531.5, Pool 20: 12531.5
[6/100] User 6: Pool 1: 12531.2, Pool 2: 12531.2, Pool 3: 12531.2, Pool 4: 12531.2, Pool 5: 12531.2, Pool 6: 12531.2, Pool 7: 12531.2, Pool 8: 12531.2, Pool 9: 12531.2, Pool 10: 12531.2, Pool 11: 12531.2, Pool 12: 12531.2, Pool 13: 12531.2, Pool 14: 12531.2, Pool 15: 12531.2, Pool 16: 12531.2, Pool 17: 12531.2, Pool 18: 12531.2, Pool 19: 12531.2, Pool 20: 12531.2
[7/100] User 7: Pool 1: 0.0, Pool 2: 0.0, Pool 3: 0.0, Pool 4: 0.0, Pool 5: 0.0, Pool 6: 0.0, Pool 7: 44914.3, Pool 8: 0.0, Pool 9: 0.0, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 0.0, Pool 13: 0.0, Pool 14: 0.0, Pool 15: 22457.1, Pool 16: 0.0, Pool 17: 0.0, Pool 18: 89828.5, Pool 19: 67371.4, Pool 20: 0.0
[8/100] User 8: Pool 1: 1105640.1, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[9/100] User 9: Pool 1: 55296.6, Pool 2: 25000.0, Pool 3: 25000.0, Pool 4: 25000.0, Pool 5: 25000.0, Pool 6: 25000.0, Pool 7: 25000.0, Pool 8: 25000.0, Pool 9: 25000.0, Pool 10: 25000.0, Pool 11: 25000.0, Pool 12: 25000.0, Pool 13: 25000.0, Pool 14: 25000.0, Pool 15: 25000.0, Pool 16: 25000.0, Pool 17: 25000.0, Pool 18: 25000.0, Pool 19: 25000.0, Pool 20: 25000.0
[10/100] User 10: Pool 1: 0.0, Pool 2: 150956.0, Pool 3: 120764.8, Pool 4: 0.0, Pool 5: 0.0, Pool 6: 0.0, Pool 7: 0.0, Pool 8: 0.0, Pool 9: 0.0, Pool 10: 0.0, Pool 11: 0.0, Pool 12: 0.0, Pool 13: 0.0, Pool 14: 0.0, Pool 15: 0.0, Pool 16: 241529.6, Pool 17: 0.0, Pool 18: 211338.4, Pool 19: 0.0, Pool 20: 0.0
